編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
11844	台灣慈愛生活關懷協會	社會團體	(社會服務及慈善團體)	理事長	李財源  先生	97/04/06	04-24365787	0970069341	台中市北屯區安順二街45號4樓之2
11845	台灣慈愛感恩功德會	社會團體	(社會服務及慈善團體)	理事長	賴信全  先生	100/06/05	04-23157997	1000124284	台中市西屯區寧漢街60號
11846	台灣慈暉老人會	社會團體	(社會服務及慈善團體)	理事長	陳進昌  先生	93/01/31	04-2406-6269		臺中市大里區永大街300號
11847	台灣慈聖宮天上聖母會	社會團體	(宗教團體)	理事長	許招榮  先生	100/03/20	04-24914215	1000079538	台中市大里區仁德里善化路54號
11848	台灣慈聖愛心功德會	社會團體	(社會服務及慈善團體)	理事長	楊育儒  先生	99/05/03	0931790832	0990094461	高雄市大寮區翁園路381號
11849	台灣慈德廣善功德會	社會團體	(社會服務及慈善團體)	理事長	林美珠  女士	96/09/09	02-82601332	0960150564	220新北市板橋區中山路2段443巷30之1號2樓
11850	台灣慈興寶宮聖母慈善會	社會團體	(社會服務及慈善團體)	理事長	蔡見仁  先生	97/10/19	08-8811218	0970176708	屏東縣滿洲鄉長樂村福興路35號
11851	台灣慈願懿德協進會	社會團體	(社會服務及慈善團體)	理事長	鄭永彰  先生	101/12/23	03-4605521	1020067198	桃園縣平鎮市東勢里太平西路209巷18號
11852	台灣感性資訊學會	社會團體	(學術文化團體)	理事長	張廷政  先生	98/02/20	04-23892088-1452	0980070845	台中市南屯區嶺東路1號嶺東科技大學創意、創新暨創業育成中心辦公室
11853	台灣感性學會	社會團體	(學術文化團體)	理事長	馬敏元  先生	97/12/13	06-2757575-54335	0980022739	701台南市大學路1號國立成功大學工業設計系創意設計教學資源中心辦公室
11854	台灣感染症醫學會	社會團體	(醫療衛生團體)	理事長	張上淳  先生	76/09/20	02-2875-7532	0940012827	臺北市北投區石牌路2段201號榮民總醫院感染科
11855	台灣感染管制學會	社會團體	(醫療衛生團體)	理事長	李聰明  先生	82/12/12	02-23899078	0910010650	臺北市重慶南路一段121號7樓之10
11856	台灣愛之光公益協會	社會團體	(社會服務及慈善團體)	理事長	廖友義  先生	103/01/05	04-24750622	1030072355	臺中市南屯區南屯路2段290號9樓之1
11857	台灣愛之希望協會	社會團體	(社會服務及慈善團體)	理事長	潘純媚  女士	88/09/04	07-5500225		高雄市鼓山區龍文街25號2樓
11858	台灣愛心肌肉疾病病友關懷協會	社會團體	(社會服務及慈善團體)		  	89/01/23	04-314-4353		台中市西屯區天水西三街二六號
11859	台灣愛心唱歌協會	社會團體	(其他公益團體)	理事長	林美蘭  女士	97/03/01	04-7252882	0970057183	彰化市永安街276號
11860	台灣愛心歌唱協會	社會團體	(體育運動團體)	理事長	林美蘭  女士	97/03/01	07-7252882	0970057183	彰化市永安街276號
11861	台灣愛心關懷協會	社會團體	(社會服務及慈善團體)	理事長	游景翔  先生	94/08/10	02-25027525	0940062604	台北市大安區通化街200巷27號
11862	台灣愛台愛鄉協會	社會團體	(社會服務及慈善團體)	理事長	謝榮振  	90/09/15	02-2756-4728	9077869	台北市松山路一九四巷六號二樓
11863	台灣愛生命傳道協會	社會團體	(宗教團體)	理事長	林美華  女士	99/03/20	02-22320322	0990102435	新北市永和區安和里中和路499號2樓之2
11864	台灣愛生愛美生美促進會	社會團體	(社會服務及慈善團體)	理事長	周希諴  先生	97/04/24	04-22555370	0970088648	402臺中市南區福中街25號
11865	台灣愛好綠咖啡協會	社會團體	(經濟業務團體)	理事長	郭雍生  先生	99/04/16	02-26536838	0990118729	台北市南港區南港路3段50巷18號3樓
11866	台灣愛克曼兒童及青少年體驗學習協會	社會團體	(社會服務及慈善團體)	理事長	徐光侖  先生	96/10/21	0920428555	0960179461	高雄市鳳山區文德里28鄰八德路433巷35號10樓
11867	台灣愛服務學習協會	社會團體	(社會服務及慈善團體)	理事長	鄒文博  先生	101/08/12	03-3798717	1010358689	桃園縣桃園市文中路47巷7號13樓
11868	台灣愛狗人協會	社會團體	(社會服務及慈善團體)	理事長	黃千珉  女士	98/05/31		0980147882	高雄市大寮區鳳林三路200號
11869	台灣愛的大家庭推廣協會	社會團體	(社會服務及慈善團體)	理事長	陳光道  先生	100/10/08	02-29942698	1000208186	新北市新莊區建中街41巷1號8樓
11870	台灣愛笑瑜伽協會	社會團體	(體育運動團體)	理事長	陳達誠  先生	99/09/12	03-3699749	0990206018	334桃園縣八德市中華路554號
11871	台灣愛喜樂關懷協會	社會團體	(社會服務及慈善團體)	理事長	江之豪  先生	99/08/15	02-28224466	0990250615	臺北市北投區明德路161號1樓
11872	台灣愛揚全人關懷協會	社會團體	(社會服務及慈善團體)	理事長	廖海瑞  先生	102/09/29	06-2036428	1020322403	臺南市北區西門路4段19巷31號
11873	台灣愛滋病學會	社會團體	(醫療衛生團體)	理事長	林錫勳  先生	81/08/07	02-23616135	0910066212	臺中正區常德街1號景福館地下室
11874	台灣愛滋病護理學會	社會團體	(醫療衛生團體)	理事長	蘇逸玲  女士	98/07/18	02-25317575	0980148133	臺北市林森北路413號6樓之1
11875	台灣愛無限協會	社會團體	(社會服務及慈善團體)	理事長	黃國倫  先生	100/08/20	02-81012191*113	1000210905	臺北市信義路五段7號52樓C室
11876	台灣愛無國境協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	陳香君  女士	99/10/02	07010733616	0990219267	臺北市文山區久康街24巷7號4樓之2
11877	台灣愛德園慈善協會	社會團體	(社會服務及慈善團體)	理事長	洪元明  先生	96/05/20	07-615-3713	0960098677	高雄市燕巢區深水里臥牛巷16-12號
11878	台灣愛樂協會	社會團體	(學術文化團體)	理事長	趙景輝  先生	93/06/30	04-2260-3977	0930027908	臺中市忠明南路789號37樓
11879	台灣愛鄰社區服務協會	社會團體	(社會服務及慈善團體)	理事長	莊碧明  女士	89/10/27	02-2367-6646#204	8977987	臺北市大安區和平東路二段24號11樓
11880	台灣愛樹保育協會	社會團體	(環保團體)	理事長	曾檉銳  先生	100/07/16	04-23580017	1000149938	台中市中港路3段89巷52號
11881	台灣愛貓協會	社會團體	(社會服務及慈善團體)	理事長	洪子茗  女士	100/07/02	02-23787211	1000154543	110臺北市信義區嘉興街175巷2弄8號4樓
11882	台灣愛護動物協會	社會團體	(社會服務及慈善團體)	理事長	莊明德  先生	98/04/25	02-27661001 27667007	0980149403	台北市內湖區民權東路6段206巷90號5樓之1
11883	台灣愛戀之旅跨國界婚姻媒合輔導協會(合)	社會團體	(社會服務及慈善團體)	理事長	林譽華  先生	98/07/25		0980150803	100臺北市中正區汀州路3段165號5樓
11884	台灣損傷自然整復協會	社會團體	(醫療衛生團體)	理事長	張杉連  先生	93/12/05	07-3320317	0930047016	高雄市苓雅區苓雅一路400-1號
11885	台灣新化武廟道教學術研究協會	社會團體	(宗教團體)	理事長	徐錫琨  先生	99/06/12	06-5912820	0990169773	臺南市新化區那拔林三十六崙118-2號
11886	台灣新天地社會服務協會	社會團體	(社會服務及慈善團體)	理事長	田維揚  先生	100/04/23	02-25336791	1000094103	台北市中山區劍潭里通北街65巷2弄12號2樓
11887	台灣新文化揚昇學會	社會團體	(學術文化團體)	理事長	謝明勳  先生	102/08/18	02-32335384	1020337976	新北市中和區中和路102號16之13號
11888	台灣新日本舞踊舞蹈協會	社會團體	(體育運動團體)	理事長	連有進  先生	93/08/15	02-27614176	0930062416	105臺北市松山區民權東路3段106巷15弄3號3樓
11889	台灣新世代福利協會	社會團體	(社會服務及慈善團體)	理事長	呂昆娣  女士	97/07/05	04-23375943	0970132683	臺中市烏日區中山路二段431號
11890	台灣新世代關懷協會	社會團體	(社會服務及慈善團體)	理事長	江啟臣  先生	102/01/05	02-23586726	1020075251	420臺中市豐原區南村路20號3樓
11891	台灣新世紀人才培訓協會	社會團體	(學術文化團體)	理事長	林嘉怡  女士	88/05/08	02-8923-1127	8819864	臺北市信義區基隆路一段400號6樓
11892	台灣新世紀文化藝術協會	社會團體	(學術文化團體)	理事長	邱敏華  女士	89/01/08	02-2321-4455#300	8903795	臺北市中正區仁愛路二段7號2樓
11893	台灣新世紀兩岸農業經貿交流協會	社會團體	(經濟業務團體)	理事長	應海瑞  先生	93/08/28	02-23886056	0930038840	臺北市信義區忠孝東路5段452號4樓
11894	台灣新世紀健康推廣協會	社會團體	(醫療衛生團體)	理事長	林芝伃  女士	98/09/01	02-82096914	0980177541	桃園縣龜山鄉萬壽路1段161號16樓之3
11895	台灣新世紀善良人際關係發展協會	社會團體	(社會服務及慈善團體)	理事長	黃秋容  女士	99/08/02	05-5375819	0990197505	640雲林縣斗六市八德里豐興路15巷16號
11896	台灣新北市樹林中學校友會	社會團體	(同學校友會)	理事長	黃志雄  先生	94/10/29	02-8685-2011、02-2681-0018	0940044130	新北市樹林區中華路8號
11897	台灣新古典愛樂協會	社會團體	(學術文化團體)	理事長	鄭建宗  先生	98/07/04	0922289557	0980149597	90056屏東市大連里興豐路137巷7號1樓
11898	台灣新生兒科醫學會	社會團體	(醫療衛生團體)	理事長	林其和  先生	80/03/14	04-25353442	932005	403台中市西區中港路一段二三號
11899	台灣新生活協會	社會團體	(社會服務及慈善團體)	理事長	侯隆鴻  先生	97/01/05	04-22335866	0970024656	台中市北區崇德路一段631號3樓之2
11900	台灣新生活運動休閒推廣協會	社會團體	(體育運動團體)	理事長	楊詩萱  女士	99/08/20	02-2358-8297	0990192117	100臺北市中正區青島東路4號6樓之8
11901	台灣新老人會	社會團體	(社會服務及慈善團體)	理事長	宋丕錕  先生	97/04/26	02-27290786	0970080821	臺北市信義路4段413號12樓
11902	台灣新住民協會	社會團體	(社會服務及慈善團體)	理事長	胡柏琴  女士	101/11/11	02-23434802	1010376992	臺北市中正區紹興北街5號5樓
11903	台灣新住民音樂文化交流協會	社會團體	(學術文化團體)	理事長	陳兆輝  先生	100/05/13	02-25936607	1000108283	台北市中山區松江路520號12樓
11904	台灣新住民家庭成長協會	社會團體	(社會服務及慈善團體)	理事長	郭淑芬  女士	100/03/12		1000063759	台北市大安區敦化南路一段263號4樓之1
11905	台灣新住民產業經濟文創聯合協會	社會團體	(經濟業務團體)	理事長	吳靜惠  女士	101/09/28	07-7335358	1010376752	高雄市三民區九如一路619巷3號6樓
11906	台灣新住民發展協會	社會團體	(社會服務及慈善團體)	理事長	陳蓋武  先生	100/07/03	02-87705220	1000146805	221新北市汐止區大同路3段425號
11907	台灣新住民與移工關懷發展協會	社會團體	(社會服務及慈善團體)	理事長	符玉菁  女士	101/10/14	02-26820679	1020111529	238新北市樹林區中山路一段186號4樓
11908	台灣新住民關懷協會	社會團體	(社會服務及慈善團體)	理事長	陳志偉  先生	96/06/10	0222439270	0960096190	新北市中和區連城路134巷18之1號4樓
11909	台灣新希望促進會	社會團體	(社會服務及慈善團體)	理事長	朱雲鵬  先生	95/10/27	02-23433421	0950175253	臺北市中正區杭州南路1段16號5樓
11910	台灣新希望發展協會	社會團體	(社會服務及慈善團體)	理事長	楊偉中  先生	101/10/27	05-2267002	1010355203	嘉義縣民雄鄉雙福村建國路二段146-63號
11911	台灣新社會協進會	社會團體	(社會服務及慈善團體)	理事長	劉欣恆  女士	90/01/15	04-23012870	9003962	412臺中市大里區大里路38-12號2-3樓
11912	台灣新社會智庫協會	社會團體	(其他公益團體)	理事長	鄭文燦  先生	97/11/13	02-23564008	0970208140	臺北市中正區濟南路1段7巷1號3樓
11913	台灣新城鄉發展協會   (解散)	社會團體	(學術文化團體)	理事長	李顯榮  	89/06/13	02-2358-6672	8973059	台北縣新莊市公園一路127號
11914	台灣新客家文化協會	社會團體	(學術文化團體)	理事長	黃成鋒  先生	102/01/20	03-6686772	1020327885	300新竹市科學園路54號3樓
11915	台灣新政經民情研究會	社會團體	(其他公益團體)	理事長	蕭肇陽  先生	100/10/01	05-2715698	1000199346	嘉義市民權路116-1號7樓
11916	台灣新故鄉協會   (解散)	社會團體	(其他公益團體)	理事長	杜文正  	90/04/17	02-2702-2588		台北市信義路三段一四七巷三六弄二O號
11917	台灣新活力生活促進會   (解散)	社會團體	(環保團體)	理事長	王一郎  	89/08/15	02-2358-6246		台北縣新店市中央路四一號三樓
11918	台灣新活力促進協會	社會團體	(社會服務及慈善團體)	理事長	林資雄  先生	102/02/24	04-838-5770	1020142916	彰化縣員林鎮浮圳路2段433號1樓
11919	台灣新活力推廣協會   (解散)	社會團體	(學術文化團體)	理事長	蔡輝煌  先生	98/05/16	04-23596999	0980105498	彰化市金馬路三段646巷58-1號10樓
11920	台灣新衫穿著禮儀交流協會	社會團體	(學術文化團體)	理事長	蔡青樺  女士	95/04/08	02-27549938	0950096855	台北市大安區信義路四段109-1號1樓
11921	台灣新唐人國際文化學會	社會團體	(學術文化團體)	理事長	張錦華  女士	95/09/09	02-23886729	0950155057	臺北市中正區愛國西路9號6樓之3
11922	台灣新娘秘書協會	社會團體	(社會服務及慈善團體)	理事長	郭緗凰  女士	96/09/23	07-2362728	0960159487	高雄市新興區七賢一路301號4樓之6
11923	台灣新時代文化發展協會	社會團體	(學術文化團體)	理事長	何正仁  先生	95/02/03	04-2360-4435	0950042941	台中市北區進化路372-6號
11924	台灣新能源產業協會	社會團體	(經濟業務團體)	理事長	吳宗興  先生	98/03/04	04-23501100＃316	0980100102	台中市西屯區工業區37路17號
11925	台灣新能源產業促進協會	社會團體	(經濟業務團體)	理事長	黃林輝  先生	91/11/19	02-2599-2782	0920003227	104台北市中山區德惠街16-8號9樓
11926	台灣新高齡社區健康發展學會	社會團體	(醫療衛生團體)	理事長	施振典  先生	100/11/06	05-3622889#829	1010109032	嘉義縣朴子市學府路二段51號
11927	台灣新移民文化交流協會	社會團體	(學術文化團體)	理事長	嚴沛瀅  女士	100/12/31	02-22642105	1010076065	新北市中和區建康路130號8樓之9
11928	台灣新移民多元文化促進發展協會	社會團體	(其他公益團體)	理事長	劉冠雄  先生	96/01/30	04-23769777	0960033400	台中市南屯區文心南路7號3樓
